order_id,receita_bruta,receita_liquida,custo_frete
ORD-006741,2078.64,2078.64,40.22
ORD-029887,423.8,423.8,54.02
ORD-008474,330.27,299.66,24.91
ORD-035434,296.95,253.76,13.27
ORD-066647,337.66,286.58,35.5
ORD-062265,421.83,421.83,57.88
ORD-037525,356.91,242.52,57.5
ORD-057073,284.5,284.5,38.56
ORD-077391,1173.1,1173.1,43.78
ORD-024539,165.3,127.55,55.93
ORD-067866,931.62,931.62,53.92
ORD-003246,1350.6,1169.57,57.05
ORD-015012,736.98,736.98,20.5
ORD-027266,312.9,312.9,8.69
ORD-022110,898.5,898.5,55.93
ORD-026321,640.08,640.08,47.87
ORD-010951,153.0,153.0,18.38
ORD-040177,964.16,964.16,59.01
ORD-037657,987.48,987.48,19.37
ORD-015315,52.22,52.22,33.06
ORD-032604,87.46,67.05,24.77
ORD-064571,693.3,693.3,22.9
ORD-078628,332.42,210.59,58.89
ORD-000598,283.86,199.84,13.44
ORD-032266,717.64,717.64,34.66
ORD-060920,1289.35,945.48,30.58
ORD-073099,375.88,375.88,10.36
ORD-019876,91.84,62.43,26.63
ORD-064226,479.37,479.37,24.5
ORD-012688,779.72,779.72,6.18
ORD-069963,613.35,458.84,44.22
ORD-022138,429.14,429.14,52.68
ORD-019616,604.8,386.04,13.8
ORD-006916,545.7,545.7,41.0
ORD-017509,1540.75,946.99,50.99
ORD-010620,687.96,687.96,12.68
ORD-059048,136.04,136.04,26.32
ORD-026807,349.32,349.32,41.34
ORD-040115,741.9,665.49,57.04
ORD-003677,67.75,67.75,13.17
ORD-064978,233.88,175.79,45.56
ORD-058957,1240.14,1240.14,29.44
ORD-024653,285.69,191.89,31.09
ORD-048597,801.64,801.64,8.41
ORD-012832,355.75,355.75,21.78
ORD-043134,239.05,239.05,15.74
ORD-049008,1124.96,1044.86,17.01
ORD-037171,729.08,729.08,37.17
ORD-000671,686.2,484.31,50.39
ORD-058306,393.42,393.42,44.72
ORD-010795,407.56,407.56,37.81
ORD-053092,946.36,636.99,40.14
ORD-069572,1626.05,1626.05,38.97
ORD-064079,1084.98,763.79,7.61
ORD-068618,218.09,179.95,46.33
ORD-075540,358.8,358.8,45.08
ORD-031047,217.26,217.26,45.37
ORD-037931,902.1,797.54,39.55
ORD-034248,1520.67,1520.67,48.57
ORD-006234,225.42,188.88,38.66
ORD-005764,383.76,383.76,22.42
ORD-038303,521.43,429.49,8.69
ORD-071372,380.4,348.56,48.12
ORD-013814,722.2,503.91,12.5
ORD-059809,263.74,263.74,11.28
ORD-005923,293.07,277.93,50.62
ORD-004104,458.05,458.05,29.95
ORD-070298,1393.6,1393.6,48.67
ORD-047476,484.02,484.02,24.62
ORD-062104,464.7,464.7,41.04
ORD-038018,1284.85,1284.85,8.68
ORD-068505,203.25,141.3,31.23
ORD-073641,849.36,849.36,38.51
ORD-026842,840.56,840.56,58.4
ORD-045110,465.06,399.64,41.8
ORD-038024,666.4,666.4,28.39
ORD-007409,2796.6,2796.6,51.97
ORD-068405,1233.96,1233.96,9.17
ORD-029907,1071.36,1071.36,59.63
ORD-008052,1878.48,1878.48,46.8
ORD-050796,52.53,52.53,44.84
ORD-057111,446.15,446.15,22.44
ORD-072184,928.26,928.26,21.06
ORD-014240,302.73,302.73,41.64
ORD-036407,668.61,499.1,31.0
ORD-066178,2615.95,2615.95,26.76
ORD-025754,181.84,181.84,36.23
ORD-007194,123.37,123.37,12.54
ORD-051339,597.6,469.5,39.25
ORD-016279,1048.6,1048.6,42.11
ORD-008731,529.9,529.9,13.46
ORD-035542,1493.76,1383.28,17.77
ORD-068816,329.68,233.66,57.11
ORD-035404,801.96,801.96,20.63
ORD-057625,899.95,800.89,22.52
ORD-016076,101.95,101.95,40.24
ORD-049945,161.58,161.58,35.7
ORD-017266,670.2,670.2,37.41
ORD-010021,68.53,49.28,17.56
ORD-019197,1116.52,1116.52,24.3
ORD-013047,1627.5,1627.5,16.59
ORD-012097,806.4,806.4,52.89
ORD-060874,272.84,214.06,12.05
ORD-046685,2145.84,2145.84,55.19
ORD-024032,895.3,895.3,22.41
ORD-057025,591.69,378.72,38.0
ORD-070462,1014.72,1014.72,16.47
ORD-041971,1379.3,1379.3,5.97
ORD-011349,537.9,537.9,31.69
ORD-057925,853.38,853.38,33.17
ORD-073924,883.15,575.23,47.22
ORD-008668,707.22,485.75,51.79
ORD-029051,456.96,342.72,13.49
ORD-077441,1686.12,1149.83,14.64
ORD-037561,1003.7,717.66,11.48
ORD-000886,218.6,218.6,38.6
ORD-038362,617.82,617.82,20.0
ORD-040999,1725.09,1570.65,44.77
ORD-033075,693.25,554.8,11.48
ORD-006106,1814.24,1814.24,14.44
ORD-064148,1260.96,1260.96,5.09
ORD-050219,373.04,373.04,27.06
ORD-022531,1037.76,1037.76,38.34
ORD-007923,1102.26,1018.1,26.0
ORD-045424,157.23,157.23,21.05
ORD-053708,91.79,91.79,41.44
ORD-060913,365.1,365.1,31.64
ORD-066083,1805.7,1178.0,9.35
ORD-016476,191.21,191.21,28.92
ORD-032299,1063.72,1063.72,6.01
ORD-004429,261.96,183.71,33.35
ORD-044317,827.36,827.36,42.68
ORD-061332,224.36,224.36,13.46
ORD-017422,109.22,109.22,6.24
ORD-047150,187.01,187.01,50.1
ORD-005283,667.02,667.02,32.44
ORD-067659,415.84,390.79,17.74
ORD-079130,708.96,493.18,29.04
ORD-006868,167.43,153.91,31.83
ORD-025867,445.92,445.92,34.29
ORD-074641,1446.3,1446.3,25.57
ORD-068777,908.55,557.54,32.28
ORD-035311,557.72,557.72,52.96
ORD-041586,2071.38,1451.38,13.52
ORD-003041,718.24,718.24,13.75
ORD-003465,739.25,675.9,18.33
ORD-023859,640.56,640.56,24.28
ORD-062181,647.73,647.73,37.92
ORD-026375,760.56,760.56,56.46
ORD-043169,988.56,988.56,58.8
ORD-055450,534.9,534.9,29.51
ORD-016597,291.03,291.03,19.09
ORD-066710,644.14,644.14,26.0
ORD-054578,543.07,393.47,31.69
ORD-075935,649.45,649.45,14.92
ORD-073905,1933.26,1342.7,9.63
ORD-051663,525.66,525.66,55.68
ORD-012707,1322.2,1322.2,43.44
ORD-057176,690.12,641.94,11.06
ORD-049624,219.84,139.15,54.28
ORD-042984,373.86,373.86,9.57
ORD-009587,1168.04,1168.04,13.03
ORD-017251,3009.54,3009.54,44.24
ORD-054495,365.61,282.3,56.06
ORD-060885,536.65,536.65,13.62
ORD-036412,50.71,50.71,7.6
ORD-072757,1452.36,1305.94,33.6
ORD-041239,394.8,349.11,15.38
ORD-033382,1498.92,1343.8,58.47
ORD-061363,1565.34,1048.79,52.09
ORD-074096,804.28,719.28,9.4
ORD-007418,2600.64,2600.64,41.58
ORD-076524,889.68,674.68,47.23
ORD-055040,1267.7,1149.93,52.39
ORD-018126,250.85,250.85,23.87
ORD-041685,935.82,935.82,8.95
ORD-053388,311.4,200.29,9.59
ORD-039709,90.37,90.37,36.72
ORD-025750,807.08,681.78,42.45
ORD-049631,2066.8,2066.8,42.91
ORD-042878,319.26,319.26,12.52
ORD-001327,390.51,390.51,31.9
ORD-064537,1548.84,1548.84,52.9
ORD-023450,2754.12,2754.12,40.57
ORD-073902,384.24,231.8,59.3
ORD-057952,153.02,153.02,31.98
ORD-067767,440.76,440.76,54.19
ORD-021870,306.04,306.04,43.69
ORD-026054,1229.9,1070.34,38.82
ORD-044844,317.38,249.07,27.3
ORD-021779,594.36,594.36,11.77
ORD-079105,1254.3,879.71,26.61
ORD-058132,108.44,108.44,49.43
ORD-029056,851.76,851.76,23.03
ORD-015480,852.75,629.41,18.36
ORD-077188,905.8,905.8,14.5
ORD-024767,348.92,285.39,29.32
ORD-056329,1048.5,1048.5,28.05
ORD-036140,811.08,811.08,16.64
ORD-052820,387.16,361.08,27.88
ORD-071260,913.48,913.48,16.68
ORD-074838,143.22,143.22,21.47
ORD-054301,297.73,297.73,8.74
ORD-016750,268.74,228.14,55.86
ORD-014342,602.67,438.38,19.14
ORD-016572,1868.88,1868.88,9.16
ORD-057707,76.38,76.38,13.2
ORD-052966,363.6,363.6,36.5
ORD-048879,170.82,170.82,47.41
ORD-051905,1605.44,1428.28,25.4
ORD-039313,1207.02,833.74,26.02
ORD-049475,542.07,542.07,11.92
ORD-003282,123.58,123.58,20.22
ORD-054515,339.25,339.25,36.51
ORD-049694,1079.4,1079.4,50.62
ORD-057438,886.56,886.56,20.95
ORD-007206,1633.5,1633.5,15.79
ORD-079873,341.75,341.75,39.5
ORD-034532,1334.32,967.9,30.18
ORD-037756,1057.08,1057.08,57.95
ORD-048839,82.66,64.6,32.29
ORD-077571,354.98,354.98,35.4
ORD-029817,1077.06,1077.06,57.61
ORD-072488,70.18,70.18,12.71
ORD-010175,51.22,51.22,54.53
ORD-013759,528.7,528.7,12.52
ORD-070478,392.04,392.04,24.19
ORD-077419,90.82,79.59,11.88
ORD-004370,442.96,442.96,53.73
ORD-031209,471.76,471.76,9.44
ORD-039234,778.68,690.67,17.09
ORD-046215,505.2,475.37,23.81
ORD-035950,599.5,599.5,21.9
ORD-000621,140.76,140.76,18.54
ORD-022192,635.24,454.71,37.84
ORD-052582,122.22,122.22,28.82
ORD-003757,2796.54,1954.94,30.78
ORD-054942,888.72,888.72,23.82
ORD-031373,595.56,595.56,23.91
ORD-041977,990.95,731.73,28.23
ORD-053262,105.64,64.62,55.82
ORD-050367,1235.88,1235.88,10.06
ORD-017774,992.55,992.55,23.18
ORD-014636,1021.98,743.99,7.83
ORD-023746,748.95,748.95,42.88
ORD-018487,796.98,755.36,27.49
ORD-065416,1019.76,1019.76,25.39
ORD-073696,747.54,747.54,39.89
ORD-001808,725.6,725.6,14.25
ORD-071412,774.96,504.29,8.97
ORD-017525,544.62,544.62,10.85
ORD-071480,2006.04,2006.04,32.71
ORD-073977,463.26,463.26,12.77
ORD-067816,947.65,596.76,52.74
ORD-062102,1120.7,1120.7,25.46
ORD-003176,340.2,204.18,11.55
ORD-029641,1100.2,989.26,5.38
ORD-015005,436.16,350.98,28.31
ORD-070247,491.68,491.68,47.26
ORD-035675,948.12,948.12,30.89
ORD-079539,277.24,208.01,27.43
ORD-001001,472.81,338.03,46.6
ORD-072373,257.98,257.98,54.14
ORD-046535,1017.2,1017.2,29.05
ORD-041616,1483.38,1483.38,18.51
ORD-056799,557.76,557.76,44.68
ORD-013029,456.12,285.78,34.55
ORD-015103,1266.06,1266.06,15.07
ORD-049085,2258.52,2258.52,51.49
ORD-061854,1356.69,1356.69,8.83
ORD-043560,549.68,351.21,45.09
ORD-012503,400.16,283.41,40.19
ORD-061554,591.12,382.75,43.77
ORD-014798,673.7,435.75,13.57
ORD-000118,1734.66,1061.84,44.79
ORD-070490,406.16,406.16,53.65
ORD-009541,226.39,226.39,50.12
ORD-060334,1472.05,1159.7,37.95
ORD-034109,418.14,418.14,29.25
ORD-061629,2765.3,2765.3,32.56
ORD-068140,536.49,536.49,30.57
ORD-014113,602.28,602.28,7.58
ORD-028334,459.56,459.56,41.0
ORD-034010,1138.24,1138.24,51.72
ORD-056939,196.7,196.7,46.65
ORD-012744,247.31,247.31,8.34
ORD-033151,176.4,176.4,19.17
ORD-078902,435.33,435.33,30.56
ORD-014081,461.82,461.82,17.46
ORD-073785,746.36,746.36,25.13
ORD-043425,897.15,843.95,40.76
ORD-026374,760.17,760.17,32.76
ORD-066830,1180.62,1180.62,47.6
ORD-062861,329.72,308.65,52.24
ORD-056868,178.81,124.74,30.38
ORD-065765,443.64,342.59,9.05
ORD-031096,585.66,585.66,46.46
ORD-016265,507.87,354.79,10.71
ORD-059882,1285.08,1285.08,54.28
ORD-028179,828.69,828.69,34.84
ORD-076185,198.91,198.91,25.63
ORD-010679,271.81,219.36,49.44
ORD-017174,405.85,405.85,47.57
ORD-037269,1321.3,1246.1,38.25
ORD-013729,200.8,200.8,30.1
ORD-001898,1209.95,1209.95,57.2
ORD-012318,1037.28,1037.28,38.16
ORD-039670,232.64,196.96,21.58
ORD-059570,826.41,826.41,33.37
ORD-043062,2696.8,2696.8,58.18
ORD-039658,1845.96,1676.44,41.25
ORD-054529,210.84,210.84,16.54
ORD-009432,284.21,284.21,6.13
ORD-047828,1175.95,1175.95,8.37
ORD-032928,820.12,524.24,58.55
ORD-047972,78.17,57.29,48.42
ORD-070129,196.05,140.11,40.05
ORD-031814,151.16,151.16,28.39
ORD-064826,592.98,592.98,25.7
ORD-043163,625.71,434.49,7.28
ORD-013450,1137.08,1137.08,34.7
ORD-038928,277.6,277.6,54.02
ORD-065853,265.35,265.35,5.93
ORD-053328,316.19,316.19,38.28
ORD-012077,377.46,377.46,48.16
ORD-009516,239.94,171.44,19.49
ORD-012530,250.58,250.58,38.47
ORD-031076,2799.78,2599.43,59.66
ORD-031902,1373.8,1178.79,35.1
ORD-044839,118.96,118.96,22.99
ORD-026173,331.38,331.38,34.43
ORD-060789,214.94,214.94,49.08
ORD-019189,495.98,495.98,50.3
ORD-044766,672.96,672.96,23.99
ORD-021440,702.6,702.6,39.83
ORD-067247,1563.12,1281.6,45.63
ORD-002800,876.4,876.4,40.82
ORD-006338,1080.1,993.94,10.66
ORD-038587,1688.2,1688.2,12.46
ORD-014719,756.27,690.06,23.42
ORD-004804,702.68,469.2,15.14
ORD-059693,264.41,186.95,47.08
ORD-061369,83.1,71.89,43.85
ORD-060988,273.99,251.94,16.21
ORD-077342,908.4,908.4,40.12
ORD-007262,234.96,158.52,15.85
ORD-031345,608.76,608.76,45.32
ORD-013770,602.82,483.43,17.55
ORD-077165,982.98,665.15,16.36
ORD-014633,486.4,416.81,10.9
ORD-029337,1954.62,1470.67,54.55
ORD-031742,1107.8,1107.8,46.44
ORD-023326,485.13,485.13,18.99
ORD-070401,341.18,341.18,10.59
ORD-042037,744.54,744.54,20.39
ORD-044813,1065.35,1065.35,41.99
ORD-071158,1012.44,1012.44,35.31
ORD-051792,592.44,433.15,38.58
ORD-003756,798.8,798.8,13.19
ORD-010320,244.62,230.53,21.36
ORD-029016,932.44,637.65,55.38
ORD-021341,313.02,237.51,57.8
ORD-004856,806.96,806.96,17.38
ORD-054395,475.24,475.24,30.85
ORD-050282,1208.7,867.18,12.79
ORD-035721,886.77,886.77,57.57
ORD-033643,845.52,845.52,31.67
ORD-027906,1015.1,1015.1,12.46
ORD-076653,994.68,693.28,38.35
ORD-026178,477.24,477.24,28.99
ORD-076432,760.8,491.75,9.12
ORD-005271,2177.16,2177.16,32.68
ORD-033594,1479.42,1479.42,46.61
ORD-048666,665.91,665.91,13.4
ORD-017655,177.48,177.48,48.4
ORD-006877,625.28,569.17,52.95
ORD-026156,756.84,756.84,46.2
ORD-014695,666.45,666.45,35.47
ORD-055452,483.8,409.0,7.67
ORD-020100,1133.55,1133.55,15.5
ORD-057226,323.63,323.63,46.44
ORD-008222,286.46,286.46,50.87
ORD-036359,820.56,820.56,36.87
ORD-048239,289.66,289.66,42.66
ORD-036381,1689.24,1689.24,8.13
ORD-060973,1249.6,1249.6,36.66
ORD-071898,1118.32,1118.32,55.15
ORD-068551,1457.35,1071.92,10.22
ORD-025072,262.12,222.32,58.02
ORD-033280,282.38,282.38,11.88
ORD-010694,261.46,261.46,14.44
ORD-027478,956.56,834.9,5.01
ORD-047651,84.2,84.2,19.5
ORD-021351,653.68,653.68,13.18
ORD-006846,1930.14,1930.14,7.11
ORD-006981,702.4,458.25,13.15
ORD-007326,359.64,359.64,50.68
ORD-035582,343.96,343.96,42.26
ORD-067391,304.11,304.11,18.01
ORD-003203,801.45,574.97,8.28
ORD-057414,1828.1,1101.29,15.34
ORD-045832,556.23,556.23,13.84
ORD-064469,578.96,534.2,46.13
ORD-015455,144.55,91.82,46.98
ORD-060237,519.88,314.78,38.84
ORD-071061,359.78,260.8,57.1
ORD-014871,550.28,384.68,28.88
ORD-001738,1928.15,1395.11,54.14
ORD-054173,1185.0,1185.0,20.09
ORD-060711,1209.0,1209.0,50.93
ORD-012330,482.12,434.11,49.43
ORD-002448,2418.85,2418.85,34.32
ORD-030970,183.54,114.64,44.82
ORD-035082,630.62,422.26,7.14
ORD-052455,495.75,495.75,52.09
ORD-078387,219.44,219.44,55.96
ORD-005085,332.95,332.95,27.16
ORD-061955,446.88,446.88,14.07
ORD-014457,935.8,607.53,14.93
ORD-021754,598.1,369.26,37.64
ORD-059483,610.48,610.48,55.9
ORD-015905,1382.1,919.29,37.96
ORD-043260,1283.22,1283.22,46.61
ORD-055199,327.76,327.76,6.99
ORD-069135,669.84,669.84,28.84
ORD-004708,775.8,775.8,56.76
ORD-001515,1056.76,1056.76,34.91
ORD-074642,576.02,536.16,11.48
ORD-070988,478.8,329.78,41.34
ORD-076577,166.08,166.08,20.57
ORD-064667,359.25,359.25,50.66
ORD-076195,774.81,691.3,6.27
ORD-031450,958.68,958.68,38.63
ORD-074289,241.2,197.46,14.29
ORD-041709,2265.42,2265.42,46.03
ORD-064557,1604.58,994.82,41.59
ORD-031542,428.68,428.68,5.85
ORD-004519,652.96,652.96,11.14
ORD-033799,344.1,344.1,50.45
ORD-040904,239.7,239.7,11.33
ORD-053137,1087.85,1087.85,21.59
ORD-028890,254.92,179.1,29.1
ORD-042109,593.4,593.4,19.39
ORD-035299,165.94,165.94,24.93
ORD-055814,1069.76,700.03,9.68
ORD-005727,446.58,446.58,22.27
ORD-049968,469.84,405.16,21.58
ORD-033381,302.65,266.79,50.91
ORD-026592,285.62,285.62,26.68
ORD-037442,181.12,152.93,25.58
ORD-070032,1645.98,1645.98,18.63
ORD-055871,643.77,643.77,10.47
ORD-016327,1386.87,1386.87,49.89
ORD-057899,1512.84,1426.29,35.96
ORD-046699,1004.04,1004.04,39.12
ORD-019158,250.72,250.72,19.44
ORD-033176,1109.19,1109.19,21.98
ORD-064888,252.64,252.64,59.35
ORD-026872,360.86,231.41,52.34
ORD-042681,177.24,177.24,56.2
ORD-061764,172.85,172.85,51.44
ORD-013317,931.04,931.04,51.97
ORD-075896,919.35,919.35,46.88
ORD-041545,537.6,401.51,53.4
ORD-073220,620.94,620.94,27.44
ORD-009636,1525.44,1525.44,30.26
ORD-028264,1092.1,916.38,54.16
ORD-033552,422.66,422.66,14.83
ORD-028527,1684.08,1684.08,58.69
ORD-012964,1042.84,1042.84,33.1
ORD-006415,889.76,889.76,46.64
ORD-028843,274.98,274.98,24.34
ORD-076420,365.73,344.81,52.29
ORD-001337,281.49,231.23,42.66
ORD-033803,46.99,46.99,44.35
ORD-064761,108.93,108.93,36.89
ORD-003115,284.57,284.57,59.39
ORD-016408,657.42,531.26,58.63
ORD-068582,278.83,204.31,55.24
ORD-060395,669.36,669.36,42.31
ORD-069083,226.16,226.16,31.95
ORD-047090,899.48,899.48,55.18
ORD-021695,2005.26,1424.51,58.48
ORD-046579,407.86,407.86,43.37
ORD-060610,158.69,158.69,8.56
ORD-009802,66.53,57.52,54.02
ORD-021093,3276.54,3016.43,56.07
ORD-020473,195.84,148.13,23.94
ORD-063022,573.72,436.83,55.68
ORD-011286,601.89,601.89,35.49
ORD-009176,641.7,641.7,25.06
ORD-024091,174.78,174.78,39.7
ORD-024231,1190.64,1190.64,31.94
ORD-040295,100.29,100.29,9.48
ORD-069890,109.88,109.88,47.39
ORD-070403,114.43,103.88,55.1
ORD-041481,423.54,423.54,43.59
ORD-006913,346.56,302.54,17.87
ORD-020479,294.65,294.65,24.77
ORD-035287,678.88,414.31,7.6
ORD-039794,918.66,918.66,7.53
ORD-053795,885.9,680.99,42.28
ORD-043191,474.28,300.48,53.54
ORD-042351,636.0,636.0,28.98
ORD-027921,754.5,512.76,22.48
ORD-013028,288.38,288.38,21.4
ORD-052337,1385.65,1191.9,58.71
ORD-017335,582.86,582.86,17.58
ORD-014942,2292.28,1574.09,29.92
ORD-042328,848.76,848.76,14.73
ORD-008306,150.53,150.53,50.72
ORD-066062,698.1,698.1,13.88
ORD-070663,200.57,200.57,29.29
ORD-010199,534.96,404.45,38.22
ORD-079580,1236.36,1236.36,45.7
ORD-071935,424.14,259.79,21.01
ORD-002067,124.97,124.97,32.66
ORD-054748,86.42,58.76,24.45
ORD-009060,502.98,502.98,26.86
ORD-065898,211.05,131.16,26.56
ORD-004050,1331.76,1331.76,19.18
ORD-072792,102.6,102.6,10.4
ORD-052335,185.62,185.62,11.67
ORD-025515,83.88,68.65,39.72
ORD-061208,229.14,229.14,40.94
ORD-031181,804.0,804.0,37.24
ORD-064263,840.69,840.69,19.62
ORD-061647,176.68,119.79,32.58
ORD-068728,79.13,63.96,17.16
ORD-013659,718.05,656.13,25.75
ORD-072345,402.18,331.38,31.11
ORD-070193,154.3,110.21,50.27
ORD-064820,709.7,709.7,23.99
ORD-047486,2938.98,2019.94,9.62
ORD-046054,952.6,952.6,32.59
ORD-034851,1013.92,779.18,24.43
ORD-021236,810.0,527.59,15.7
ORD-056467,914.46,610.99,30.9
ORD-001906,81.48,69.78,13.59
ORD-039118,104.54,104.54,24.64
ORD-036890,374.22,374.22,30.71
ORD-069594,648.48,648.48,31.43
ORD-028507,1525.35,1525.35,37.24
ORD-052782,977.24,977.24,12.36
ORD-042813,959.15,959.15,32.69
ORD-054686,54.18,54.18,24.03
ORD-076008,246.94,246.94,28.61
ORD-008811,564.96,433.32,31.09
ORD-038576,274.92,274.92,22.24
ORD-014276,1332.9,1230.04,6.05
ORD-072816,1392.72,1392.72,27.64
ORD-039855,1040.52,965.6,27.91
ORD-019696,247.02,247.02,55.42
ORD-008992,273.12,273.12,26.31
ORD-077261,288.08,252.83,25.08
ORD-060729,83.33,83.33,7.32
ORD-005261,1533.3,920.34,17.13
ORD-059984,365.58,365.58,41.56
ORD-066885,159.78,159.78,15.91
ORD-067338,767.07,767.07,31.55
ORD-032577,64.17,64.17,30.56
ORD-062198,637.86,637.86,27.93
ORD-008658,1080.68,1080.68,9.23
ORD-068879,104.28,78.51,30.24
ORD-051489,230.48,209.81,14.15
ORD-025771,688.29,688.29,37.28
ORD-010673,230.14,208.14,39.47
ORD-031019,386.52,346.83,8.32
ORD-004962,302.6,302.6,40.83
ORD-062681,1236.9,1236.9,35.77
ORD-062355,238.35,238.35,45.17
ORD-061377,88.27,88.27,56.89
ORD-009080,222.56,164.93,53.04
ORD-075967,311.32,311.32,29.74
ORD-002073,724.83,724.83,8.11
ORD-056054,1316.45,1316.45,32.22
ORD-062605,1766.64,1766.64,45.32
ORD-023617,176.86,176.86,38.41
ORD-064081,297.0,297.0,18.4
ORD-009609,738.45,614.81,37.52
ORD-013120,596.95,596.95,34.18
ORD-049819,295.71,232.09,55.45
ORD-033351,3268.74,3268.74,14.42
ORD-065092,1085.0,1085.0,36.01
ORD-011715,330.96,330.96,54.92
ORD-071948,1045.2,1045.2,45.65
ORD-006088,542.7,378.06,40.41
ORD-012386,471.84,297.64,57.12
ORD-025790,141.84,141.84,25.67
ORD-058999,618.7,618.7,51.48
ORD-004978,176.84,176.84,35.46
ORD-049544,228.27,228.27,16.11
ORD-047976,814.52,649.35,14.88
ORD-000945,637.05,456.21,33.97
ORD-003258,746.13,746.13,35.72
ORD-023991,721.98,721.98,18.57
ORD-059466,506.76,506.76,14.53
ORD-002293,794.0,794.0,47.33
ORD-045845,288.36,217.63,36.32
ORD-060772,225.45,225.45,31.36
ORD-062536,303.62,303.62,10.41
ORD-068090,1361.44,1361.44,31.75
ORD-053615,1026.85,1026.85,10.4
ORD-076826,410.38,410.38,17.23
ORD-030412,296.7,296.7,9.11
ORD-079393,339.54,339.54,5.98
ORD-056678,335.88,335.88,22.34
ORD-050654,1426.38,1426.38,55.45
ORD-068510,133.79,133.79,10.78
ORD-069863,497.94,408.17,42.08
ORD-059231,740.28,740.28,51.26
ORD-032824,259.18,223.82,8.59
ORD-046455,1148.96,1148.96,56.78
ORD-010629,894.81,590.26,47.27
ORD-018015,422.8,422.8,15.13
ORD-061191,957.12,957.12,32.65
ORD-072999,919.08,919.08,15.15
ORD-047601,768.24,768.24,32.45
ORD-070561,213.53,213.53,50.13
ORD-033604,51.1,51.1,34.88
ORD-011112,494.64,378.31,6.01
ORD-070833,472.45,472.45,31.34
ORD-006199,440.79,440.79,17.4
ORD-060307,151.16,151.16,40.35
ORD-066198,913.08,913.08,32.28
ORD-014489,410.88,410.88,57.67
ORD-067244,174.89,118.94,52.04
ORD-012249,364.02,364.02,20.14
ORD-061263,74.0,74.0,34.89
ORD-043579,863.58,688.67,53.9
ORD-022657,143.48,135.56,30.05
ORD-028983,678.18,678.18,21.29
ORD-057764,778.08,489.59,9.23
ORD-023964,1010.46,1010.46,6.54
ORD-036822,2434.9,2284.56,35.19
ORD-058817,906.84,906.84,28.86
ORD-026954,527.46,527.46,27.86
ORD-046901,268.34,214.47,8.12
ORD-069012,396.9,396.9,25.93
ORD-043350,1035.24,784.93,23.5
ORD-056347,241.78,241.78,33.75
ORD-073206,133.65,133.65,46.85
ORD-063605,1017.04,1017.04,35.32
ORD-043805,629.76,629.76,39.73
ORD-029525,401.43,401.43,53.09
ORD-022643,1168.84,1168.84,54.76
ORD-036468,214.26,214.26,10.16
ORD-065895,719.0,719.0,33.83
ORD-046917,561.45,561.45,32.95
ORD-021428,1033.76,1033.76,59.02
ORD-041173,415.2,415.2,42.73
ORD-065069,264.46,264.46,43.82
ORD-036709,320.51,320.51,18.56
ORD-025723,590.84,590.84,26.67
ORD-071399,985.08,615.73,36.57
ORD-073583,497.54,497.54,24.1
ORD-009788,785.9,785.9,33.5
ORD-018250,597.51,597.51,16.03
ORD-024364,159.41,159.41,48.33
ORD-050596,373.18,373.18,36.47
ORD-061084,1436.35,1037.99,8.6
ORD-013255,835.05,835.05,31.67
ORD-075034,2740.1,1975.94,28.46
ORD-005790,761.6,654.96,40.29
ORD-055502,1501.26,1386.97,34.72
ORD-048953,2160.66,1879.67,14.35
ORD-065503,720.95,720.95,22.16
ORD-047712,419.92,371.39,41.33
ORD-029198,873.7,873.7,20.91
ORD-073293,197.19,197.19,9.46
ORD-012477,89.47,89.47,34.34
ORD-012234,196.04,157.56,34.98
ORD-027531,985.2,985.2,36.41
ORD-077889,178.48,178.48,41.0
ORD-001556,1127.95,1127.95,17.49
ORD-009918,449.52,367.19,23.64
ORD-031379,171.06,171.06,50.29
ORD-044269,1386.36,1386.36,5.75
ORD-055805,863.65,863.65,7.33
ORD-030177,284.38,284.38,56.92
ORD-011469,259.72,259.72,52.22
ORD-021129,130.58,130.58,56.65
ORD-032340,94.78,94.78,54.87
ORD-065817,709.17,709.17,56.23
ORD-077807,310.74,239.47,6.0
ORD-033024,1345.0,1139.99,12.25
ORD-044097,1169.48,1169.48,56.96
ORD-020740,277.65,277.65,56.48
ORD-059506,1437.4,1322.74,20.77
ORD-064255,164.84,164.84,5.88
ORD-077444,1535.3,1535.3,25.2
ORD-033978,1009.68,1009.68,50.55
ORD-030027,185.0,185.0,38.37
ORD-001872,446.8,446.8,14.62
ORD-011300,596.38,596.38,48.26
ORD-015189,324.92,324.92,33.9
ORD-051809,1002.7,1002.7,13.05
ORD-029129,796.48,707.33,36.06
ORD-036914,554.4,554.4,37.63
ORD-041018,284.88,284.88,7.88
ORD-059659,405.69,305.6,23.75
ORD-050492,800.58,800.58,27.38
ORD-045947,123.81,78.59,41.0
ORD-036346,179.22,179.22,20.64
ORD-055793,427.32,427.32,22.72
ORD-076803,764.64,499.61,6.8
ORD-030377,1042.25,893.6,54.15
ORD-037016,1367.16,837.61,18.64
ORD-018314,166.32,166.32,45.96
ORD-042692,1347.96,1017.27,15.11
ORD-012283,815.76,815.76,48.82
ORD-074813,674.58,674.58,23.24
ORD-079947,154.36,130.39,54.52
ORD-048621,521.1,521.1,5.45
ORD-041429,1322.15,982.79,41.78
ORD-008674,1261.02,1261.02,36.98
ORD-078372,334.9,334.9,24.82
ORD-009766,377.85,377.85,57.78
